,Character,Dialog,Season,Episode,Fix Name,Character_Fix,Length Dialog,Character_Keep
4,BILLY,It's not my fault. Max approaches the sauna window.,3,4,True,BILLY,51,Keep
4,BILLY,"It's not my fault, Max. I promise  you, it's not my fault.",3,4,True,BILLY,58,Keep
4,BILLY,"I've done things, Max. Really...  bad things. I didn't mean to. He  made me do it. Max is peering through the window.",3,4,True,BILLY,117,Keep
4,BILLY,"I don't know, it's like a shadow.  Like a giant shadow. Please, Max.",3,4,True,BILLY,68,Keep
4,BILLY,"It's not my fault, okay? Max,  please. Please, believe me, Max,  it's not my fault. I tried to stop  him, okay? I did. Max cries as she watches Billy bed for his life.",3,4,True,BILLY,167,Keep
4,BILLY,"Please believe me, Max. Please  believe me.",3,4,True,BILLY,43,Keep
4,BILLY,"Max, please. Billy covertly grabs a SHARD OF BROKEN TILE.",3,4,True,BILLY,57,Keep
4,BILLY,"Let me out, you bitch! Let me out!  I'll fucking gut you! He yanks out the rod. Lucas aims his SLINGSHOT. Let me out!",3,4,True,BILLY,117,Keep
4,BILLY,"Lucas fires a rock, hitting Billy in the face. He falls back  onto the sauna floor.",3,4,True,BILLY,83,Keep
4,BILLY,Yeah. It was her. She knows now.  She knows about me. She could’ve killed me.,3,4,True,BILLY,77,Keep
7,MAX,,3,4,True,MAX,0,Keep
7,MAX,"Hey, there’s nothin to worry about  anymore, okay?",3,4,True,MAX,50,Keep
7,MAX,What doesn’t make sense?,3,4,True,MAX,24,Keep
7,MAX,What about him?,3,4,True,MAX,15,Keep
7,MAX,"Wrong is kind of like his default.  But it’s nice to know he’s not a  murderer, because that would’ve  totally sucked. Max chuckles, El allows for a small smile which fades just as  quick. She looks at the Wonder Woman comic.",3,4,True,MAX,225,Keep
7,MAX,"See, this is why you can’t just  hang out with Mike all the time. (opens the comic, shares  with El) This is Wonder Woman. AKA, Princess  Diana. She’s from paradise Island,  which is like, this hidden island  where there are only women Amazon  warriors. AN AMBULANCE and POLICE CARS are parked. DOWNPOUR CONTINUES. PARAMEDICS, male, female, try to secure MRS. DRISCOLL to  STRETCHER. She’s not going quietly.",3,4,True,MAX,408,Keep
7,MAX,"Shut. Up. She shuts off the walkie and rolls over. Sitting next to her  is ELEVEN. WILL BYERS, Lucas, and MIKE WHEELER are sitting on the couch.",3,4,True,MAX,144,Keep
7,MAX,You’ve got to be kidding me. She throws off her covers and stomps over to the phone.,3,4,True,MAX,84,Keep
7,MAX,I’m sleeping. Go away.,3,4,True,MAX,22,Keep
7,MAX,What are you talking about?,3,4,True,MAX,27,Keep
7,MAX,What? Hurry.,3,4,True,MAX,12,Keep
7,MAX,What does it feel like?,3,4,True,MAX,23,Keep
7,MAX,,3,4,True,MAX,0,Keep
7,MAX,Whenever who was close?,3,4,True,MAX,23,Keep
7,MAX,"I don't understand. The Demodogs  died when El closed the gate. If  the brain dies, the body dies.",3,4,True,MAX,98,Keep
7,MAX,I don't know. He looks pretty  normal to me.,3,4,True,MAX,44,Keep
7,MAX,,3,4,True,MAX,0,Keep
7,MAX,"But he's lounging at the pool,  which is, like, the least Mind  Flayer thing ever.",3,4,True,MAX,82,Keep
7,MAX,"Okay, so we just -- wait until he  gets activated.",3,4,True,MAX,50,Keep
7,MAX,Seriously? The boys follow Mike.,3,4,True,MAX,32,Keep
7,MAX,"Mike, are you there?",3,4,True,MAX,20,Keep
7,MAX,Where are you guys?,3,4,True,MAX,19,Keep
7,MAX,"God, I hope it's not you. I really  hope it's not you. Sitting in the HIGHCHAIR Billy stares ahead with LIGHTER  clutched in his RIGHT HAND. In his LEFT  a cup of ice. Sweat  glistens on his face. AN AERIAL VIEW of the mall shows most lights off. The parking  lot empty. For all intents and purposes, the mall is closed  for the day. Erica is PREPARING for her mission. FLASHLIGHTS are attached  to a HELMET. STATIC over the WALKIE TALKIE, then",3,4,True,MAX,444,Keep
7,MAX,"Do it. Will cranks up the temperature nob out side the sauna door. The WHEELER WAGON pulls into an empty spot. Rounding a corner, Nancy carries a BOUQUET OF FLOWERS and  approaches a NURSE, female, black, 40s, sitting at the  reception desk.",3,4,True,MAX,241,Keep
7,MAX,"What's not your fault, Billy?",3,4,True,MAX,29,Keep
7,MAX,Who made you do it?,3,4,True,MAX,19,Keep
7,MAX,What did he make you do?,3,4,True,MAX,24,Keep
7,MAX,"Billy, it's gonna be okay.",3,4,True,MAX,26,Keep
7,MAX,"It's gonna be okay. We want to help  you. We want to help you. You just  have to talk to us, okay? You have  to talk to us.",3,4,True,MAX,123,Keep
7,MAX,Will touches the back of his neck - GOOSEBUMPS.,3,4,True,MAX,47,Keep
7,MAX,"We'll figure it out together, okay?",3,4,True,MAX,35,Keep
7,MAX,I need you to trust me. Please.,3,4,True,MAX,31,Keep
7,MAX,,3,4,True,MAX,0,Keep
7,MAX,"He can’t get out, can he?",3,4,True,MAX,25,Keep
8,EL,(climbs into bed beside  Max) I don’t know.,3,4,Fix,ELEVEN,43,Keep
8,EL,Doesn’t make sense.,3,4,Fix,ELEVEN,19,Keep
8,EL,Heather. The blood. The ice.,3,4,Fix,ELEVEN,28,Keep
8,EL,What about Billy?,3,4,Fix,ELEVEN,17,Keep
8,EL,He seemed wrong.,3,4,Fix,ELEVEN,16,Keep
8,EL,Who is that?,3,4,Fix,ELEVEN,12,Keep
8,EL,What did he say?,3,4,Fix,ELEVEN,16,Keep
8,EL,,3,4,Fix,ELEVEN,0,Keep
8,EL,I closed the gate.,3,4,Fix,ELEVEN,18,Keep
8,EL,"How can you tell if someone is a  host? Hopper, driving his TRUCK, pulls up in front of town hall.  Joyce is with him. They approach the building. Hopper comes in, walking past CANDACE",3,4,Fix,ELEVEN,184,Keep
8,EL,Where are you going?,3,4,Fix,ELEVEN,20,Keep
8,EL,,3,4,Fix,ELEVEN,0,Keep
8,EL,What if he's right? What? Hop?,3,4,Fix,ELEVEN,30,Keep
8,EL,,3,4,Fix,ELEVEN,0,Keep
8,EL,"But if I only see you, and I'm a  different species than you, then I  should be with my species more.",3,4,Fix,ELEVEN,101,Keep
8,EL,I make my own rules.,3,4,Fix,ELEVEN,20,Keep
8,EL,Hi. El TELEKINETICALLY throws Billy against the wall of the  sauna.,3,4,Fix,ELEVEN,67,Keep
8,EL,"No! No! El struggles, but Billy’s grip remains firm. Her eyes start  to roll back. JUST THEN, Mike hits Billy in the head with the METAL ROD.  Billy drops El and he falls to the floor.",3,4,Fix,ELEVEN,184,Keep
9,HEATHER,"Heather had a fever, so she took a  cold bath, but she’s better now. ",3,4,True,HEATHER,69,Keep
9,HEATHER,"That has to be it. I don’t know  where that blood came from, but we  saw her. We both saw her. She’s  totally fine. El’s not convinced.",3,4,True,HEATHER,135,Keep
9,HEATHER,"Hi, Daddy. She pulls the gag out of Tom’s mouth.",3,4,True,HEATHER,48,Keep
9,HEATHER,"There is no stopping it, Daddy.  You’ll see.",3,4,True,HEATHER,44,Keep
9,HEATHER,"The girl, was it her?",3,4,True,HEATHER,21,Keep
9,HEATHER,Yes. But not us. Not us. Heather and Billy turn their faces toward the basement.,3,4,True,HEATHER,80,Keep
10,MRS DRISCOLL,Let me go! Let me go!,3,4,True,MRS DRISCOLL,21,Keep
10,MRS DRISCOLL,"I have to go back! I have to go  back! OFFICER CALLAHAN, wipes off his fertilizer-covered hands.  NANCY and JONATHAN watch with disturbed looks. She’s loaded into the ambulance. Callahan, Jonathan and Nancy  are on the porch, out of the rain.",3,4,True,MRS DRISCOLL,242,Keep
12,CALLAHAN,"Okay, so, you two wanna explain to  me what, in the name of Jesus, just  happened here? The ambulance speeds through the rain. Mrs. Driscoll struggles. She WEARS AN OXYGEN MASK OVER HER  FERTILIZER SMEARED FACE. She slips her LEFT ARM FREE and  reaches out desperately. The ambulance races by. BILLY’S CAMARO is parked outside the abandoned factory. TOM HOLLOWAY’s eyes snap open. With a GAG around his mouth,  he STRUGGLES to break free from the ROPE THAT BINDS HIS  WRISTS. JANET is BOUND AND GAGED beside him. HEATHER HOLLOWAY  strides in; Billy is standing nearby.",3,4,Fix,DEPUTY CALLAHAN,568,Keep
12,CALLAHAN,"Dunno if they'll go through with  it, but I just thought you should  know. As he leaves, Callahan eyes the teens. Tom glares at Nancy and Jonathan. Tom is SWEATY. A BANDAGE on  his forehead.",3,4,Fix,DEPUTY CALLAHAN,190,Keep
13,TOM,"Heather, sweetie. Whatever this is,  whatever he’s got you into, you  don’t have to do this. You can stop  this.",3,4,True,TOM,112,Keep
13,TOM,"No. As heather stands up, Billy kneels in front of Janet. He  takes out her gag.",3,4,True,TOM,80,Keep
13,TOM,Heather! Heather!,3,4,True,TOM,17,Keep
13,TOM,"As the BEAST APPROACHES, Tom and Janet struggle to break  free. JUST THEN, a TENTACLE shoots forward and suctions onto Tom’s  face. A SUBSTANCE pumps through it and into Tom. A SECOND  TENTACLE does the same to Janet.",3,4,True,TOM,217,Keep
13,TOM,Nancy. Jonathan. Tom walks back into his office.,3,4,True,TOM,48,Keep
13,TOM,"I've worked at this paper for  twenty-five years. Twenty- five...years. Now, we're a small- town paper, but we have something  the big papers don't have  trust.  The trust of our community.",3,4,True,TOM,189,Keep
13,TOM,"Do you know how I built that trust?  By placing my faith in something  the two of you don't seem to value  a whole lot  facts. Facts. So,  while we're here, let's go over the  facts. Fact one  you disobeyed a  direct order to stop pursuing this  story. Two  you falsely identified  yourselves as reporters, repeatedly  lying to an elderly woman. Three you broke into her home, committing  trespass. Four  she almost died en-  route to the hospital.",3,4,True,TOM,448,Keep
13,TOM,"Five! Mrs. Driscoll is a paranoid  schizophrenic. You didn't know that, did you?  Now... disease-carrying rats? The  second coming of the plague? Does  this sound credible to you, or  perhaps does this sound more like  the delusions of a very sick old  lady?",3,4,True,TOM,258,Keep
13,TOM,"Her family's furious. So furious,  in fact, they've threatened  litigation. Litigation?",3,4,True,TOM,87,Keep
13,TOM,"For once, we agree. This is crazy.  In fact, in my entire professional  career, I've never dealt with  anything quite like it. But  hopefully, hopefully, you've  learned something valuable here.  You've learned...how in the  workplace, in the real world, there  are consequences to your actions.  Which brings me to my sixth and  final... fact. You're fired. Both  of you. Max is on her BICYCLE. El, behind her, double riding. The gang is sitting around the COFFEE TABLE.",3,4,True,TOM,471,Keep
17,JOYCE,"Hey, careful. Careful. She sits next to him. Hey. Joyce.",3,4,True,JOYCE,56,Keep
17,JOYCE,,3,4,True,JOYCE,0,Keep
17,JOYCE,"That’s it. Got it? He rolls onto his back, Joyce shakes some PILLS into her  palm. Here.",3,4,True,JOYCE,88,Keep
17,JOYCE,,3,4,True,JOYCE,0,Keep
17,JOYCE,A while. You’ve been drifting in  and out.,3,4,True,JOYCE,42,Keep
17,JOYCE,Slowly. What’s the last thing you  remember?,3,4,True,JOYCE,44,Keep
17,JOYCE,"Hey, you need to rest.",3,4,True,JOYCE,22,Keep
17,JOYCE,I’m fine. I’m fine.,3,4,True,JOYCE,19,Keep
17,JOYCE,"They were soaked. They still are. Carrying his boots, Hopper comes in and heads for the kitchen  Joyce follows.",3,4,True,JOYCE,111,Keep
17,JOYCE,"I mean, did you recognize him? Who? The thug?",3,4,True,JOYCE,45,Keep
17,JOYCE,,3,4,True,JOYCE,0,Keep
17,JOYCE,"Well, I mean, he's gotta be  government, right? Hopper heads for his bedroom, opens the can of beer.",3,4,True,JOYCE,100,Keep
17,JOYCE,Let’s ask him.,3,4,True,JOYCE,14,Keep
17,JOYCE,His license plate.,3,4,True,JOYCE,18,Keep
17,JOYCE,"Well, they’re blanks. There was...I  think it was either an H or a P  with the part rubbed off. And there  was definitely a Y. For sure. And  that, I think, was a B, but it  could've been an eight. Without looking, Hopper drops the notepad on a nearby TABLE. And that -- Wait",3,4,True,JOYCE,275,Keep
17,JOYCE,,3,4,True,JOYCE,0,Keep
17,JOYCE,"Can you run a search, or something? Getting dressed.",3,4,True,JOYCE,52,Keep
17,JOYCE,Weeks?,3,4,True,JOYCE,6,Keep
17,JOYCE,It wasn’t a car. CURTAIN SLIDES OPEN. Hopper’s wearing his HAWAIIAN SHIRT.,3,4,True,JOYCE,74,Keep
17,JOYCE,"Uh, what are you wearing?",3,4,True,JOYCE,25,Keep
17,JOYCE,Get the hell out of my son! The Mind Flayer’s particles flow out of Will.,3,4,True,JOYCE,73,Keep
17,JOYCE,"You should sit down. Hopper barges in. MAYOR LARRY KLINE, sitting at his desk, is  on the phone.",3,4,True,JOYCE,96,Keep
17,JOYCE,Who you calling? The police?,3,4,True,JOYCE,28,Keep
17,JOYCE,Have a nice day.,3,4,True,JOYCE,16,Keep
17,JOYCE,"Hold on a second. Joyce leaves the room, Hopper follows. At the FRAMED MAP on the wall.",3,4,True,JOYCE,87,Keep
17,JOYCE,"Hess Farm, Henry's place,  Bullocks... Look, they're all here.  They're all in Southeast Hawkins,  right near Jordan Lake. And what  else is near Jordan Lake?",3,4,True,JOYCE,158,Keep
17,JOYCE,"Four nights ago, there was a huge  power outage, and the next day --",3,4,True,JOYCE,68,Keep
17,JOYCE,"Yeah, I mean, Scott says that this  machine would take a massive amount  of power to run.",3,4,True,JOYCE,89,Keep
17,JOYCE,"So, what if this machine that we've  been talking about really does  exist, and the reason that we  didn't find it at the lab is  because it isn't at the lab, it's  at one of these properties.",3,4,True,JOYCE,192,Keep
17,JOYCE,And have to look at your face every  day? I don't think so. A CLATTERING from the master bedroom catches Hopper’s  attention.,3,4,True,JOYCE,125,Keep
17,JOYCE,Anything?,3,4,True,JOYCE,9,Keep
17,JOYCE,Hess Farm. He shifts into reverse and backs up down the long dirt  driveway. Erica is making her way. She reaches a vent grate.,3,4,True,JOYCE,127,Keep
18,HOPPER,"They gaze into each other’s eyes. Then, Hopper, COUGHS, RETCHES, leans over the side of the couch,  Joyce hold up a bucket. Hopper throws up. Like a champ, Joyce  hold the pot as he vomits into it.",3,4,True,HOPPER,197,Keep
18,HOPPER,How long have I been out?,3,4,True,HOPPER,25,Keep
18,HOPPER,"Yeah, but how did I get here? Sipping some water with the pills, he sits up.",3,4,True,HOPPER,76,Keep
18,HOPPER,Some thug attacked me.,3,4,True,HOPPER,22,Keep
18,HOPPER,"No, I’m fine. He get’s up holding the sheet. No, you’re not fine, Hop --",3,4,True,HOPPER,72,Keep
18,HOPPER,"The sheet drops, giving joyce an eyeful of Hopper nakedness. Um, were are my clothes?",3,4,True,HOPPER,85,Keep
18,HOPPER,"Joyce points behind her as she awkwardly averts her gaze. With the sheet wrapped around his waist, Hopper steps out on  to the porch where his wet clothes and boots sit on the  railing.",3,4,True,HOPPER,185,Keep
18,HOPPER,,3,4,True,HOPPER,0,Keep
18,HOPPER,"Well, I didn’t get a good look. (reaches into fridge, gets  beer)",3,4,True,HOPPER,65,Keep
18,HOPPER,"Yeah, but if he's government,  what's he doing slinking around?  Why is he running? You know, why  didn't we find anything down there?",3,4,True,HOPPER,134,Keep
18,HOPPER,What is that?,3,4,True,HOPPER,13,Keep
18,HOPPER,What are the dashes?,3,4,True,HOPPER,20,Keep
18,HOPPER,I think you should stick to sales.,3,4,True,HOPPER,34,Keep
18,HOPPER,"I just think you have to lower your  expectations. I mean, this is a  state government agency. Gonna take  weeks before they find a match.",3,4,True,HOPPER,138,Keep
18,HOPPER,If we’re lucky.,3,4,True,HOPPER,15,Keep
18,HOPPER,"And, I mean, what are the odds that  this guy registers a car in his own  name?",3,4,True,HOPPER,79,Keep
18,HOPPER,"What do you mean it wasn't a car? Nothing is stirring, except for LUCAS SINCLAIR on his WALKIE ",3,4,True,HOPPER,95,Keep
18,HOPPER,Hey. Is he in? Not waiting for an answer.,3,4,True,HOPPER,41,Keep
18,HOPPER,Excuse me!,3,4,True,HOPPER,10,Keep
18,HOPPER,"I know, I know. You're busy. I'm  gonna make this fast, I promise.",3,4,True,HOPPER,66,Keep
18,HOPPER,"Yeah. You might say that. Um, I'm  looking for the name of a guy.",3,4,True,HOPPER,65,Keep
18,HOPPER,"Yeah, I think you might know this  guy. Okay.",3,4,True,HOPPER,45,Keep
18,HOPPER,"He was here the other day. Rides a  motorcycle.  Two days earlier, Grigori carrying his motorcycle  helmet walking past Hopper at Town Hall.",3,4,True,HOPPER,140,Keep
18,HOPPER,"Big build, square jaw, dark hair.  He's probably military, maybe ex- military? Is this ringing... any  bells? Uh --",3,4,True,HOPPER,115,Keep
18,HOPPER,Really? 'Cause it was just two days  ago. This was right before I saw  you.,3,4,True,HOPPER,75,Keep
18,HOPPER,,3,4,True,HOPPER,0,Keep
18,HOPPER,Maintenance.,3,4,True,HOPPER,12,Keep
18,HOPPER,"You meeting with a lot of plumbers,  Larry? Excuse me?",3,4,True,HOPPER,54,Keep
18,HOPPER,"This guy, when I saw him, he was  coming out of your office.",3,4,True,HOPPER,60,Keep
18,HOPPER,Do you remember when I caught you  passed out in the hideaway with all  that powder all over your nose? You  remember?,3,4,True,HOPPER,118,Keep
18,HOPPER,Do you remember when my boys found  you and Candace going at it like a  couple of bunnies in the back of  your Cadillac? Do you remember  that? Does your wife remember that?,3,4,True,HOPPER,173,Keep
18,HOPPER,"Not a game, Lar.",3,4,True,HOPPER,16,Keep
18,HOPPER,"And your friend almost killed me  last night, so I'd say we're still  not even.",3,4,True,HOPPER,79,Keep
18,HOPPER,Who is this guy? Government?  Military?,3,4,True,HOPPER,39,Keep
18,HOPPER,,3,4,True,HOPPER,0,Keep
18,HOPPER,"That is a nice ring you got there,  Larry.",3,4,True,HOPPER,42,Keep
18,HOPPER,"I don’t know, let’s find out. Hopper puts pressure on the cutter.",3,4,True,HOPPER,65,Keep
18,HOPPER,But you know him.,3,4,True,HOPPER,17,Keep
18,HOPPER,What kind of things?,3,4,True,HOPPER,20,Keep
18,HOPPER,"Who is this guy, Santa Claus?",3,4,True,HOPPER,29,Keep
18,HOPPER,"The mall? Yeah, right. Hopper readies himself to cut Kline’s finger off.",3,4,True,HOPPER,72,Keep
18,HOPPER,Why do they want this land?,3,4,True,HOPPER,27,Keep
18,HOPPER,"You have records of these  purchases, these, uh... these land  purchases?",3,4,True,HOPPER,73,Keep
18,HOPPER,"I think you should worry about  yourself right now, Larry, not  about me. The records. Where are  they?",3,4,True,HOPPER,103,Keep
18,HOPPER,"He just bumped his head. Just a little boo-boo, right, Lar?",3,4,True,HOPPER,59,Keep
18,HOPPER,"Wow, I love the place, Lar. He eyes a Zebra rug.",3,4,True,HOPPER,48,Keep
18,HOPPER,"Hey, you shoot that fella yourself?",3,4,True,HOPPER,35,Keep
18,HOPPER,"No shit! Kline leads the way. Hopper follows, then Joyce, who eyes a  FRAMED MAP ON THE WALL as she passes. Kline opens a SAFE IN THE WALL. He TAKES OUT A FILE. He hands  it to Hopper, who purposely knocks ITEMS OFF TABLE to sit on  it.",3,4,True,HOPPER,236,Keep
18,HOPPER,"All right, so... what exactly are  we looking at?",3,4,True,HOPPER,49,Keep
18,HOPPER,"So your buddies at Starcourt, they  suddenly start buying up all this  property. They tell you why?",3,4,True,HOPPER,99,Keep
18,HOPPER,"They're just using you, I get it.  What I don't get is why you have a  bunch of land deeds in a safe in  your bedroom. Joyce takes the file and looks through it.",3,4,True,HOPPER,161,Keep
18,HOPPER,"So, what, this is blackmail?",3,4,True,HOPPER,28,Keep
18,HOPPER,Protection.,3,4,True,HOPPER,11,Keep
18,HOPPER,"Hey, what is it?",3,4,True,HOPPER,16,Keep
18,HOPPER,The power plant.,3,4,True,HOPPER,16,Keep
18,HOPPER,Your magnets fell.,3,4,True,HOPPER,18,Keep
18,HOPPER,"Yeah, yeah.",3,4,True,HOPPER,11,Keep
18,HOPPER,Um. I want you to... forget about  sales. I want you to come work for  me at the Hawkins PD.,3,4,True,HOPPER,92,Keep
18,HOPPER,Larry! Kline is trying to escape through a window.,3,4,True,HOPPER,50,Keep
18,HOPPER,"Hey, where do you think you're  going, pal? Hopper shoves him away from the window.",3,4,True,HOPPER,83,Keep
18,HOPPER,No. This place is dead. Joyce crosses off a PROPERTY NAME on a list.,3,4,True,HOPPER,68,Keep
18,HOPPER,Where to next?,3,4,True,HOPPER,14,Keep
20,LUCAS,Do you copy? This is a code red. El and Max are still sleeping.,3,4,True,LUCAS,63,Keep
20,LUCAS,"I repeat, this is a code red. Max,  do you copy? She reaches down and picks up her WALKIE TALKIE.",3,4,True,LUCAS,97,Keep
20,LUCAS,She turned it off.,3,4,True,LUCAS,18,Keep
20,LUCAS,He’s not answering.,3,4,True,LUCAS,19,Keep
20,LUCAS,"Dustin, do you copy? I repeat. This  -- is -- a -- code - red. On the ROOFTOP OVERLOOKING THE LOADING DOCK, Dustin surveils  with BINOCULARS.",3,4,True,LUCAS,141,Keep
20,LUCAS,A new host.,3,4,True,LUCAS,11,Keep
20,LUCAS,"Normal? How many times have you  seen him with a shirt on? I mean, it's a little weird.",3,4,True,LUCAS,87,Keep
20,LUCAS,I think I just threw up in my  mouth. Mike turns their attention to the sauna controls on the wall  beside the door.,3,4,True,LUCAS,116,Keep
20,LUCAS,Heat him up ...,3,4,True,LUCAS,15,Keep
20,LUCAS,"Uh, Will. Um, you know, about  yesterday...",3,4,True,LUCAS,43,Keep
20,LUCAS,"I know, but it's just... It was a  really cool campaign. And Mike and  I, we should've never--",3,4,True,LUCAS,94,Keep
20,LUCAS,"Max, come on! The LIGHTS START FLICKERING.",3,4,True,LUCAS,42,Keep
20,LUCAS,"No way. No. Way. Mrs. Driscoll ROARS, Nancy stares down at her in horror.",3,4,True,LUCAS,73,Keep
22,MIKE,This is Mike. Do-not-hang-up.,3,4,True,MIKE,29,Keep
22,MIKE,Something happened. Something bad.,3,4,True,MIKE,34,Keep
22,MIKE,Our very lives can be at stake.,3,4,True,MIKE,31,Keep
22,MIKE,Just come over to my house. We’ll  explain everything.,3,4,True,MIKE,54,Keep
22,MIKE,El’s still in bed. She sits up,3,4,True,MIKE,30,Keep
22,MIKE,Try Dustin again.,3,4,True,MIKE,17,Keep
22,MIKE,"So ,try him again. Lucas raises his WALKIE TALKIE.",3,4,True,MIKE,50,Keep
22,MIKE,"The power went out that night, too.",3,4,True,MIKE,35,Keep
22,MIKE,,3,4,True,MIKE,0,Keep
22,MIKE,We can't take any chances. We need  to assume the worst. The Mind  Flayer's back.,3,4,True,MIKE,81,Keep
22,MIKE,More than a little. He was in a tub  with ice. The Mind Flayer likes it  cold. Plus everything else.,3,4,True,MIKE,100,Keep
22,MIKE,No. What if he hurts someone?,3,4,True,MIKE,29,Keep
22,MIKE,We can't take that chance. We need  to find out if he's the host. Mike heads off.,3,4,True,MIKE,81,Keep
22,MIKE,I have an idea. Boys only.,3,4,True,MIKE,26,Keep
22,MIKE,Just trust me on this one.,3,4,True,MIKE,26,Keep
22,MIKE,"Okay, so we wait until the pool  closes, until everyone leaves, and  we somehow get him to come from  here and -- ",3,4,True,MIKE,114,Keep
22,MIKE,"Get him into here. Mike opens the door to the SAUNA, finding a HANDFULL OF OLD,  FAT, HALF-NAKED MEN lounging.",3,4,True,MIKE,110,Keep
22,MIKE,"And look, the controls are right  here. It's perfect.",3,4,True,MIKE,53,Keep
22,MIKE,Two-hundred-and-twenty degrees. We  just have to figure out how to get  him in here.,3,4,True,MIKE,84,Keep
22,MIKE,"No matter what happens, we'll know.  We'll know for sure. A RED 1986 CHRYSLER LEBARON CONVERTIBLE is on display in the  food court. It’s being offered as a INDEPENDENCE DAY ",3,4,True,MIKE,173,Keep
22,MIKE,"Hey, I found the breakers. El rolls her eyes.",3,4,True,MIKE,45,Keep
22,MIKE,"Whoa, that thing is super creepy.  Let’s See it. He takes it from El.",3,4,True,MIKE,69,Keep
22,MIKE,"I think this'll work. Right, buddy? Right, Mike. He smiles at El, who remains straight-faced. She snatches the  doll and starts to leave.",3,4,True,MIKE,137,Keep
22,MIKE,"Hey, El... I just wanted to say...  You know when I said Nana was sick?  She wasn't. I lied. I know.",3,4,True,MIKE,100,Keep
22,MIKE,"Right, right, right.  No, I just...  think it was important for you to  know the context. Hopper, he went  all crazy on me, telling me I'm  spending way too much time with  you. He made me lie. I mean, you're  the most important thing to me in  the world.",3,4,True,MIKE,255,Keep
22,MIKE,,3,4,True,MIKE,0,Keep
22,MIKE,"No, no, no, no. He's just some  angry old man who hates joy.",3,4,True,MIKE,60,Keep
22,MIKE,"What are you talking about? Glaring, she turns away from Mike.",3,4,True,MIKE,62,Keep
22,MIKE,Did you spy on me? That's totally  against the rules.,3,4,True,MIKE,53,Keep
22,MIKE,Yeah!,3,4,True,MIKE,5,Keep
22,MIKE,I'm coming. Just... hold on a  second. Shit. Max uses BINOCULARS to spy on her brother in the lifeguard  chair.,3,4,True,MIKE,111,Keep
22,MIKE,Billy! Billy starts walking slowly toward the VOICE.,3,4,True,MIKE,52,Keep
22,MIKE,Billy!,3,4,True,MIKE,6,Keep
22,MIKE,Billy! Billy proceeds slowly through the locker room.,3,4,True,MIKE,53,Keep
22,MIKE,Billy! Come and find me.,3,4,True,MIKE,24,Keep
22,MIKE,Come and get me. Come on! Billy sees a door close. Billy comes in. He sees a figure in the SAUNA ROOM.,3,4,True,MIKE,102,Keep
22,MIKE,Come and get me you piece of shit.,3,4,True,MIKE,34,Keep
22,MIKE,Hey! Behind you. He quickly turns.,3,4,True,MIKE,34,Keep
22,MIKE,"Now! The friends rush in, Mike turns on the lights. El shuts the  door; Mike slides a METAL ROD through the handle and behind a  pipe. Lucas puts the CHAIN AROUND IT AND LOCKS IT.  Billy bangs against the door. Eleven stands in front of the  others as they stare at Billy through the sauna window.",3,4,True,MIKE,297,Keep
22,MIKE,"(looking at Will, then  softly to Max) Max, get away from the door. What?",3,4,True,MIKE,73,Keep
22,MIKE,Get away from the door! Billy smashes the window.,3,4,True,MIKE,49,Keep
22,MIKE,"Go to hell you piece of shit. He raises the rod again to hit, but Billy catches it and  throws it away as he stands up. He advances on Mike - who  backs away. JUST THEN, Billy’s feet lift off the ground. Behind him, El  holds out her hands with a pained expression. El uses her  powers to hold Billy in the air as she moves around him and  stands in front of Mike. Billy is wailing. El is screaming, blood now pouring from  both nostrils. El throws her arms to the side, sending Billy ",3,4,True,MIKE,485,Keep
24,DUSTIN,"That keycard opens the door, but  unfortunately, the Russian with  this keycard also has a massive  gun. Whatever's in this room,  whatever's in those boxes, they  really don't want anybody finding  it.",3,4,True,DUSTIN,202,Keep
24,DUSTIN,Did you not hear the part about the  massive gun?,3,4,True,DUSTIN,49,Keep
24,DUSTIN,"Ah. Well, please, tell me this, and  be honest, have you ever  actually... won a fight?",3,4,True,DUSTIN,87,Keep
24,DUSTIN,Twice. Jonathan. Year prior?,3,4,True,DUSTIN,28,Keep
24,DUSTIN,Why wouldn't it? Because it looks  like he beat the shit out of you. It was --,3,4,True,DUSTIN,78,Keep
24,DUSTIN,"You got a fat lip, crooked nose,  swollen eye, a lot of  blood...things that all added up -- Something catches Robin’s eye while Steve and Dustin argue  semantics.",3,4,True,DUSTIN,163,Keep
24,DUSTIN,,3,4,True,DUSTIN,0,Keep
24,DUSTIN,Air ducts.,3,4,True,DUSTIN,10,Keep
24,DUSTIN,"I'll fit. Trust me. No collar  bones, remember? Steve comes down the ladder.",3,4,True,DUSTIN,76,Keep
24,DUSTIN,"Steve, just shut up and push me!",3,4,True,DUSTIN,32,Keep
24,DUSTIN,"Not my feet, dumbass. Push my ass.",3,4,True,DUSTIN,34,Keep
24,DUSTIN,Touch my butt! I don't care! Steve softly pushes Dustin’s but. Come on! Harder! Push harder!,3,4,True,DUSTIN,92,Keep
24,DUSTIN,I'm pushing!,3,4,True,DUSTIN,12,Keep
24,DUSTIN,Robin looks on with amusement.,3,4,True,DUSTIN,30,Keep
24,DUSTIN,,3,4,True,DUSTIN,0,Keep
24,DUSTIN,One .. two ...,3,4,True,DUSTIN,14,Keep
24,DUSTIN,Dustin doesn’t budge.,3,4,True,DUSTIN,21,Keep
